token_symbol,chain,contract_address,roi_30d_pct,roi_90d_pct,market_cap_usd,last_checked_iso,source
ZEC,ethereum,NATIVE,174.2585891512188,,9420970921,2025-11-08T21:02:31.250Z,CoinGecko
token_symbol,chain,contract_address,roi_30d_pct,roi_90d_pct,market_cap_usd,last_checked_iso,source
PEPE,ethereum,0x6982508145454ce325ddbe47a25d4ec3d2311933,120,500,15000000,2025-11-08T00:00:00Z,coingecko
